"lon","lat","sampleid","SecondaryLabel","PLOTID","EMAIL","Confidence","ConfidenceReasoning","LC2000","ForestType2000","NonForestType2000","CropType2000","LC2018end","forestChangeEvent","Change1year","ChangeType1","DegradationDriver1","LossDriver1","SecondForestChangeEvent","Change2year","ChangeType2","DegradationDriver2","LossDriver2","ThirdForestChangeEvent","Change3year","ChangeType3","DegradationDriver3","LossDriver3","morethan3forestchanges","DescribeExtraChanges","ForestType2018","NonForestType2018","CropType2018","mixedLCpixel"
122.7907611,9.576624834,701,"","701","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
122.8247174,7.87368855,348,"","348","tgisorena@yahoo.com","high","2003 looks like there was deforestation based in the NDFI. In 2015 reforestation palms are in the forest, and burning has clearly occurred nearby. Unclear when/if the exact area was burned. Some normal trees remain, so not deforested.","forest","inland forest","","","forest","yes","2003","Deforestation","","Forest / brush fire","yes","2013","Reforestation",NA,"","no",NA,"",NA,"","",NA,"inland forest","","","no"
122.8279514,11.45500209,726,"","726","","no","majority of the plot is shrubs and partly perennial","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","yes"
122.8279514,11.48814993,350,"","350","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
122.8282208,11.35906202,31,"","31","",NA,"","","multiple events noise","","","","","","",""," cashew",NA,"","","","14083476","","",""," cashew","","",NA,"","N/A non-forest entire time",""," rambutan durian),fruit trees (mango"
122.8557093,10.4988353,369,"","369","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
122.8602907,7.622789091,940,"","940","","no","trees and coconut present","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
122.8678366,13.66243224,319,"","319","","LabelPerennial-MapFOREST","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","unsure","no"
122.9020624,11.310553,446,"","446","","no","none","non-forest","","shrubs","shrubs","forest","yes","2013","Reforestation","","","no",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
122.918232,7.393718693,529,"","529","","no","none","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
122.9233524,9.20202736,324,"","324","","no","non-forest grassland and open/barren","non-forest","","grassland","grassland","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","open/barren","","yes"
122.9295508,8.138062738,98,"","98","","LabelPerennial-MapDEF23","none","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","perennial crop","coconut / other palm","Not Measured"
122.9529968,10.16466202,584,"","584","","no","none","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
122.9578477,14.07529794,328,"","328","","no","","non-forest","","grassland","grassland","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","grassland","","no"
122.9589257,13.88934668,413,"","413","","LabelPerennial-MapFOREST","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
122.9597342,10.55812411,858,"","858","","no","none","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
122.9872227,9.575007866,568,"","568","","no","none","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
122.9923431,13.60152646,421,"","421","","LabelPerennial-MapFOREST","none","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
122.99396,8.137793243,262,"","262","","4822662","forest"," it is under the reforestation project of the philippines since 2012.,kgervespiritu@gmail.com,41,non-forest,no,Reforestation,Reforestation,Reforestation,,,, cashew,reason for 2018 reforestation is because","reforested epoch 1","","","",NA,"","","","","","","","","2018","","","","yes","","","","","26644240","",""
122.9993499,7.954536925,33,"","33","","no","2008 data is the earliest data available in google earth.","forest","inland forest","","","forest","no",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","inland forest","","","Not Measured"
123.0103992,11.38574198,152,"","152","leizeldelacruz@gmail.com","","","forest","inland forest","","","non-forest","no",NA,"","","","",NA,"",NA,"","",NA,"",NA,"","",NA,"","shrubs","","no"
123.0103992,13.58562628,174,"","174","","LabelPerennial-MapFOREST","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","yes"
123.0152501,8.000620499,504,"","504","","stable nonforest Agroforestry","","non-forest","","","","","perennial crop","","","","","","","","","","","","",NA,"","","","","perennial crop","fruit trees (mango,N/A non-forest entire time,,stable non forest, cashew,multiple events noise,,38230058,NA,multiple events,stable non forest,,,,,non-forest,,,,14083476,NA, rambutan durian)",NA
123.0354622,10.15199577,63,"","63","","no","","non-forest","","grassland","grassland","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","annual crop","","Not Measured"
123.044086,10.01670949,153,"","153","","no","none","non-forest","","open/barren","open/barren","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","open/barren","","yes"
123.0529793,13.74597556,246,"","246","","no","none","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
123.0661846,13.56218025,271,"","271","","stable nonforest","","non-forest","","","","","shrubs","","","","","","","","","","","","",NA,"","","","","perennial crop","fruit trees (mango,N/A non-forest entire time,Perennial Crops (palms and fruit trees),stable non forest, cashew,stable forest,,82877320,NA,stable forest,stable non forest,,,,,non-forest,,,,82877320,NA, rambutan durian)",NA
123.071844,10.13420913,846,"","846","","no","none","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","grassland","","no"
123.0810068,7.841618694,619,"","619","","no","none","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
123.0872051,10.86426996,994,"","994","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
123.0934035,8.46792411,244,"","244","","LabelPerennial-MapREF23","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
123.0955595,11.37280624,182,"","182","tgisorena@yahoo.com","medium","Shrub and annual","forest","inland forest","","","non-forest","no","2002","Deforestation","","Conversion of forests (plantations, agroforestry, fishpond)","",NA,"",NA,"","",NA,"",NA,"","",NA,"","shrubs","","no"
123.1028358,7.802541979,355,"","355","","no","available images in G earth started only at 2012","non-forest","","grassland","grassland","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","yes"
123.1033748,9.662863101,45,"","45","","LabelPerennial-MapMulti","none","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","perennial crop","banana","Not Measured"
123.1144241,10.30210426,493,"","493","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
123.1184665,8.144530608,479,"","479","","no","","non-forest","","open/barren","open/barren","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
123.120353,8.299489994,760,"","760","","no","","non-forest","","grassland","grassland","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","yes"
123.1270903,9.521108949,226,"","226","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
123.1295158,8.031073387,298,"","298","","no","","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
123.144877,10.46218404,482,"","482","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
123.145416,9.259699201,539,"","539","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
123.1505364,8.114886203,356,"","356","","no","","non-forest","","open/barren","open/barren","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","open/barren","","no"
123.1623941,9.083719237,632,"","632","","","","","stable non forest","","","","","","",""," cashew",NA,"","","","148198299","","",""," cashew","","",NA,"","N/A non-forest entire time",""," rambutan durian),fruit trees (mango"
123.1637416,9.199601909,289,"","289","","LabelPerennial-MapNONFOREST","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
123.1785638,8.331020861,250,"","250","","no","not many google earth images available","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
123.1909606,7.962621763,890,"","890","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
123.196081,10.82357628,699,"","699","","no","Part of the plot is a river","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","yes"
123.2014708,10.40397321,948,"","948","","LabelPerennial-MapNONFOREST","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
123.2249169,8.484093785,490,"","490","","no","","non-forest","","grassland","grassland","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","grassland","","no"
123.2254559,13.5848178,441,"","441","","no","none","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
123.2497104,10.55704613,235,"","235","","no","none","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
123.2594122,8.467654615,299,"","299","","LabelPerennial-MapMulti","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","yes"
123.2615681,10.69745281,849,"","849","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
123.2774683,12.45833043,575,"","575","","no","none","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
123.2928295,13.43497881,412,"","412","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
123.2955245,8.278738911,843,"","843","","no","","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
123.3178925,8.394621583,382,"","382","","","","","Reforestation","","","","","","",""," cashew",NA,"","","","21821578","","",""," cashew","","",NA,"","N/A non-forest entire time",""," rambutan durian),fruit trees (mango"
123.3227434,13.82682394,178,"","178","","no","","non-forest","","built-up","built-up","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","built-up","","yes"
123.3556218,13.94405408,569,"","569","","no","none","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
123.3569692,9.472599924,549,"","549","","no","none","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
123.3833797,13.47432502,818,"","818","","LabelPerennial-MapFOREST","none","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","unsure","yes"
123.4033223,7.445192159,563,"","563","","LabelPerennial-MapNONFOREST","none","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
123.4046698,8.332907323,205,"","205","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
123.4079037,12.29878964,712,"","712","","no","none","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
123.4289243,10.84028494,180,"","180","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
123.4310802,7.838384759,595,"","595","","no","","non-forest","","grassland","grassland","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","grassland","","no"
123.4313497,12.47773404,432,"","432","","LabelPerennial-MapDEF1","none","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
123.4475194,9.979249744,66,"","66","","no","none","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","grassland","","Not Measured"
123.4618026,8.593239092,344,"","344","","LabelPerennial-MapDEF1","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
123.4642281,10.88178711,906,"","906","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
123.465306,13.79691004,269,"","269","tgisorena@yahoo.com","medium","Image are sparse in GE, used chart and NICFI images and call the defo in 2012 as shown in NDFI map, following years areas looks like it is planted with annual crops.","forest","inland forest","","","non-forest","yes","2012","Deforestation","","Kaingin making","",NA,"",NA,"","",NA,"",NA,"","",NA,"","annual crop","","no"
123.4739299,13.52418152,653,"","653","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
123.4771638,8.359856781,766,"","766","","LabelPerennial-MapREF23","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
123.490908,13.90470787,35,"","35","","no","","non-forest","","open/barren","open/barren","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","grassland","","Not Measured"
123.4989929,10.10510372,509,"","509","","LabelPerennial-MapNONFOREST","Mixed pixel (Perennial crop and Built up))","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","yes"
123.5038438,7.891475192,782,"","782","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
123.5221694,13.22935444,18,"","18","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","annual crop","","Not Measured"
123.5264813,13.55840733,633,"","633","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
123.5302542,10.13501761,783,"","783","","LabelPerennial-MapMultiNoise","none","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","banana","no"
123.5612461,12.20042412,331,"","331","","stable non forest",""," half annual,tgisorena@yahoo.com,60,non-forest,,stable non forest,stable nonforest,no,,,perennial crop,non-forest,Plot half perennial","148198299","","",NA,"","","","stable non forest",NA,"","","stable non forest","","","","N/A non-forest entire time","high","","","","","","stable non forest",NA,NA
123.5685225,13.37003062,929,"","929","","LabelPerennial-MapREF1","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
123.5706784,13.80607285,293,"","293","","no","","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","yes"
123.5725649,12.3456817,1000,"","1000","","no","the plot fell in annual and perennial plantation","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","yes"
123.5763378,8.399472485,857,"","857","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
123.6014008,9.253770321,11,"","11","","no","none","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","shrubs","","Not Measured"
123.6113721,12.25028061,503,"","503","","LabelPerennial-MapMulti","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
123.6205349,9.181276277,388,"","388","","LabelPerennial-MapNONFOREST","Mixed of annual and perennial","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","yes"
123.6218824,12.2707622,641,"","641","","LabelPerennial-MapDEF1","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
123.6442505,12.23869235,582,"","582","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
123.6633846,8.62072754,375,"","375","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
123.6682355,8.464151186,59,"","59","",NA,"","","Reforestation","","","","","","",""," cashew",NA,"","","","4822662","","",""," cashew","","",NA,"","N/A non-forest entire time",""," rambutan durian),fruit trees (mango"
123.668505,10.25898512,442,"","442","","no","cant decide if its annual cropland or shrubland","non-forest","","shrubs","shrubs","non-forest","yes","2013","Reforestation","","","no",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
123.7040783,13.37946293,649,"","649","","no","","non-forest","","built-up","built-up","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","built-up","","no"
123.7132411,13.22261708,168,"","168","","no","","non-forest","","open/barren","open/barren","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","open/barren","","no"
123.7773808,9.873068877,314,"","314","","no","","non-forest","","grassland","grassland","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","grassland","","no"
123.7884301,9.746945412,127,"","127","","LabelPerennial-MapMultiNoise","Predominantly coconut but other trees are visible base don the crown","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","perennial crop","coconut / other palm","Not Measured"
123.8099896,8.372792521,229,"","229","","no","Adjacent to Perennial crops but the plot has intact and irregular canopy.","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
123.8107981,12.96632773,107,"","107","","LabelPerennial-MapREF23","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","perennial crop","coconut / other palm","Not Measured"
123.8191524,8.072306059,583,"","583","","LabelPerennial-MapDEF1","none","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
123.8549952,12.03845787,102,"","102","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","annual crop","","Not Measured"
123.864697,9.884118155,566,"","566","","LabelPerennial-MapNONFOREST","perennial with houses","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
123.8695479,10.47997068,624,"","624","","no","none","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
123.8843701,12.70572646,951,"","951","","LabelPerennial-MapMulti","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
123.9121281,12.72728603,416,"","416","","no","Majority of the plot looks like grassland. but some coconut trees were also visible","non-forest","","grassland","grassland","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","grassland","","yes"
123.9234468,7.836767791,969,"","969","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
123.9657575,7.807931871,742,"","742","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
123.9797712,13.07897646,377,"","377","","LabelPerennial-MapFOREST","just not sure if banana or coconut","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","banana","no"
123.9854306,10.91250949,738,"","738","","no","","non-forest","","open/barren","open/barren","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","open/barren","","no"
123.9859696,10.55246473,188,"","188","","no","","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
123.9881255,9.976015809,956,"","956","","no","","forest","mangrove forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","mangrove forest","","","no"
123.9902815,10.28782104,218,"","218","","no","","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","built-up","","no"
123.9902815,12.03872736,317,"","317","","LabelPerennial-MapNONFOREST","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
124.016153,10.93379956,806,"","806","","LabelPerennial-MapNONFOREST","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
124.0215429,11.93281599,5,"","5","","LabelPerennial-MapMultiNoise","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","perennial crop","coconut / other palm","Not Measured"
124.0293582,8.067724651,673,"","673","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
124.0352871,12.71435029,437,"","437","","LabelPerennial-MapFOREST","none","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
124.0455279,8.033498839,629,"","629","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
124.0590026,7.039872303,780,"","780","","no","none","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
124.0603501,12.78199343,346,"","346","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
124.0727468,13.66782213,600,"","600","","no","Beside the river ","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
124.0889165,7.554067971,34,"","34","","LabelPerennial-MapFOREST","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","perennial crop","coconut / other palm","Not Measured"
124.1045472,12.89841509,431,"","431","","LabelPerennial-MapNONFOREST","mix of perennial and built up","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","built-up","","yes"
124.1110151,12.65048007,580,"","580","","no","none","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
124.1115541,13.66566618,637,"","637","tgisorena@yahoo.com","high","","forest","inland forest","","","forest","yes","2004","Deforestation","","Kaingin making","yes","2016","Reforestation",NA,"","no",NA,"",NA,"","",NA,"inland forest","","","no"
124.1250288,9.812971585,230,"","230","","no","Hesitant if its forest or perennial ","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
124.1263763,12.66799722,966,"","966","","no","","non-forest","","open/barren","open/barren","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","open/barren","","no"
124.1290712,7.788258766,139,"","139","","no","rice field area","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","annual crop","","Not Measured"
124.1325746,6.480940533,364,"","364","","no","Not so much google images. Starts at year 2016","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
124.1379645,6.745045227,809,"","809","","no","none","non-forest","","open/barren","open/barren","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","grassland","","yes"
124.1436239,6.661232411,680,"","680","","no","none","non-forest","","open/barren","open/barren","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","open/barren","","no"
124.1500918,6.422729703,788,"","788","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","mangrove forest","","","no"
124.1509003,13.7589113,383,"","383","","no","none","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
124.1600631,7.731125914,897,"","897","","no","","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
124.1783887,12.41736726,111,"","111","","LabelPerennial-MapMultiNoise","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","perennial crop","coconut / other palm","Not Measured"
